item_i_index,item_j_index,item_i,item_j,distance,d_ij,c_j
36,7,Oreos,Flour,130,13.0,4.99
36,8,Oreos,Syrup,140,14.0,2.49
36,9,Oreos,Brownie Mix,170,17.0,2.29
36,10,Oreos,Seasoning,155,15.5,3.99
36,11,Oreos,Soup,160,16.0,1.99
36,12,Oreos,Mac & Cheese,140,14.0,2.69
36,13,Oreos,Ketchup,110,11.0,3.49
36,14,Oreos,Pickles,105,10.5,2.99
36,15,Oreos,Italian Dressing,100,10.0,3.99
36,16,Oreos,Soy Sauce,80,8.0,2.49
36,17,Oreos,Penne,85,8.5,3.49
36,18,Oreos,CapriSun,90,9.0,2.49
36,19,Oreos,Tortillas,130,13.0,1.99
36,20,Oreos,Tomato Sauce,140,14.0,2.99
36,21,Oreos,Ibuprofen,135,13.5,5.49
36,22,Oreos,Diapers,130,13.0,25.99
36,23,Oreos,Tootpaste,70,7.0,3.99
36,24,Oreos,Tampons,80,8.0,5.29
36,25,Oreos,Shampoo,65,6.5,8.99
36,26,Oreos,Toilet Paper,120,12.0,7.99
36,27,Oreos,Paper Towels,130,13.0,9.99
36,28,Oreos,Napkins,110,11.0,3.29
36,29,Oreos,Solo Cups,90,9.0,5.69
36,30,Oreos,Trash Bags,60,6.0,8.99
36,31,Oreos,Dish Soap,110,11.0,2.99
36,32,Oreos,Detergent,115,11.5,12.99
36,33,Oreos,Broom,110,11.0,13.99
36,34,Oreos,Dog Treats,80,8.0,3.99
36,35,Oreos,Air Freshner,70,7.0,6.99
36,36,Oreos,Oreos,0,0.0,3.99
36,37,Oreos,Popcorn,30,3.0,3.49
36,38,Oreos,Gatorade (12),50,5.0,6.99
36,39,Oreos,Redbull (4),55,5.5,7.99
36,40,Oreos,Ritz,70,7.0,3.99
36,41,Oreos,Coca Cola (12),110,11.0,5.99
36,42,Oreos,LaCroix (12),120,12.0,5.49
36,43,Oreos,Pepsi (12),115,11.5,5.99
36,44,Oreos,Seltzer (6),60,6.0,3.99
36,45,Oreos,Bottled Water (24),45,4.5,4.99
36,46,Oreos,Milk Gallon,120,12.0,3.79
36,47,Oreos,Butter Sticks,110,11.0,2.99
36,48,Oreos,Cookie Dough,105,10.5,3.99
36,49,Oreos,Chobani (4),90,9.0,4.49
36,50,Oreos,Eggs (12),60,6.0,3.99
36,51,Oreos,Waffles,80,8.0,3.79
36,52,Oreos,Taquitos,120,12.0,6.99
36,53,Oreos,Breyer's Ice Cream,130,13.0,4.99
36,54,Oreos,Lasagna,110,11.0,9.99
36,55,Oreos,Bagel Bites,100,10.0,2.79
36,56,Oreos,"Pizza (12"")",70,7.0,8.99
37,0,Popcorn,Start Node,125,12.5,0
37,1,Popcorn,Coffee Beans,140,14.0,6.99
37,2,Popcorn,K-Cups,160,16.0,10.99
37,3,Popcorn,Capt. Crunch,170,17.0,3.99
37,4,Popcorn,Chewy Bars,145,14.5,3.69
37,5,Popcorn,Granola,135,13.5,5.49
37,6,Popcorn,Hershey's,140,14.0,2.69
37,7,Popcorn,Flour,160,16.0,4.99
37,8,Popcorn,Syrup,170,17.0,2.49
37,9,Popcorn,Brownie Mix,140,14.0,2.29
37,10,Popcorn,Seasoning,125,12.5,3.99
37,11,Popcorn,Soup,130,13.0,1.99
37,12,Popcorn,Mac & Cheese,150,15.0,2.69
37,13,Popcorn,Ketchup,140,14.0,3.49
37,14,Popcorn,Pickles,135,13.5,2.99
37,15,Popcorn,Italian Dressing,130,13.0,3.99
37,16,Popcorn,Soy Sauce,110,11.0,2.49
37,17,Popcorn,Penne,115,11.5,3.49
37,18,Popcorn,CapriSun,120,12.0,2.49
37,19,Popcorn,Tortillas,140,14.0,1.99
37,20,Popcorn,Tomato Sauce,110,11.0,2.99
37,21,Popcorn,Ibuprofen,105,10.5,5.49
37,22,Popcorn,Diapers,120,12.0,25.99
37,23,Popcorn,Tootpaste,100,10.0,3.99
37,24,Popcorn,Tampons,110,11.0,5.29
37,25,Popcorn,Shampoo,95,9.5,8.99
37,26,Popcorn,Toilet Paper,90,9.0,7.99
37,27,Popcorn,Paper Towels,100,10.0,9.99
37,28,Popcorn,Napkins,120,12.0,3.29
37,29,Popcorn,Solo Cups,120,12.0,5.69
37,30,Popcorn,Trash Bags,90,9.0,8.99
37,31,Popcorn,Dish Soap,80,8.0,2.99
37,32,Popcorn,Detergent,85,8.5,12.99
37,33,Popcorn,Broom,100,10.0,13.99
37,34,Popcorn,Dog Treats,110,11.0,3.99
37,35,Popcorn,Air Freshner,100,10.0,6.99
37,36,Popcorn,Oreos,30,3.0,3.99
37,37,Popcorn,Popcorn,0,0.0,3.49
37,38,Popcorn,Gatorade (12),20,2.0,6.99
37,39,Popcorn,Redbull (4),25,2.5,7.99
37,40,Popcorn,Ritz,40,4.0,3.99
37,41,Popcorn,Coca Cola (12),80,8.0,5.99
37,42,Popcorn,LaCroix (12),90,9.0,5.49
37,43,Popcorn,Pepsi (12),85,8.5,5.99
37,44,Popcorn,Seltzer (6),90,9.0,3.99
37,45,Popcorn,Bottled Water (24),75,7.5,4.99
37,46,Popcorn,Milk Gallon,90,9.0,3.79
37,47,Popcorn,Butter Sticks,120,12.0,2.99
37,48,Popcorn,Cookie Dough,125,12.5,3.99
37,49,Popcorn,Chobani (4),120,12.0,4.49
37,50,Popcorn,Eggs (12),90,9.0,3.99
37,51,Popcorn,Waffles,110,11.0,3.79
37,52,Popcorn,Taquitos,130,13.0,6.99
37,53,Popcorn,Breyer's Ice Cream,120,12.0,4.99
37,54,Popcorn,Lasagna,140,14.0,9.99
37,55,Popcorn,Bagel Bites,130,13.0,2.79
37,56,Popcorn,"Pizza (12"")",100,10.0,8.99
38,0,Gatorade (12),Start Node,105,10.5,0
38,1,Gatorade (12),Coffee Beans,120,12.0,6.99
38,2,Gatorade (12),K-Cups,140,14.0,10.99
38,3,Gatorade (12),Capt. Crunch,170,17.0,3.99
38,4,Gatorade (12),Chewy Bars,165,16.5,3.69
38,5,Gatorade (12),Granola,155,15.5,5.49
38,6,Gatorade (12),Hershey's,160,16.0,2.69
38,7,Gatorade (12),Flour,160,16.0,4.99
38,8,Gatorade (12),Syrup,150,15.0,2.49
38,9,Gatorade (12),Brownie Mix,120,12.0,2.29
38,10,Gatorade (12),Seasoning,105,10.5,3.99
38,11,Gatorade (12),Soup,110,11.0,1.99
38,12,Gatorade (12),Mac & Cheese,130,13.0,2.69
38,13,Gatorade (12),Ketchup,160,16.0,3.49
38,14,Gatorade (12),Pickles,155,15.5,2.99
38,15,Gatorade (12),Italian Dressing,150,15.0,3.99
38,16,Gatorade (12),Soy Sauce,130,13.0,2.49
38,17,Gatorade (12),Penne,135,13.5,3.49
38,18,Gatorade (12),CapriSun,140,14.0,2.49
38,19,Gatorade (12),Tortillas,120,12.0,1.99
38,20,Gatorade (12),Tomato Sauce,90,9.0,2.99
38,21,Gatorade (12),Ibuprofen,85,8.5,5.49
38,22,Gatorade (12),Diapers,100,10.0,25.99
38,23,Gatorade (12),Tootpaste,120,12.0,3.99
38,24,Gatorade (12),Tampons,130,13.0,5.29
38,25,Gatorade (12),Shampoo,115,11.5,8.99
38,26,Gatorade (12),Toilet Paper,70,7.0,7.99
38,27,Gatorade (12),Paper Towels,80,8.0,9.99
38,28,Gatorade (12),Napkins,100,10.0,3.29
38,29,Gatorade (12),Solo Cups,120,12.0,5.69
38,30,Gatorade (12),Trash Bags,110,11.0,8.99
38,31,Gatorade (12),Dish Soap,60,6.0,2.99
38,32,Gatorade (12),Detergent,65,6.5,12.99
38,33,Gatorade (12),Broom,80,8.0,13.99
38,34,Gatorade (12),Dog Treats,110,11.0,3.99
38,35,Gatorade (12),Air Freshner,120,12.0,6.99
38,36,Gatorade (12),Oreos,50,5.0,3.99
38,37,Gatorade (12),Popcorn,20,2.0,3.49
38,38,Gatorade (12),Gatorade (12),0,0.0,6.99
38,39,Gatorade (12),Redbull (4),5,0.5,7.99
38,40,Gatorade (12),Ritz,20,2.0,3.99
38,41,Gatorade (12),Coca Cola (12),60,6.0,5.99
38,42,Gatorade (12),LaCroix (12),70,7.0,5.49
38,43,Gatorade (12),Pepsi (12),65,6.5,5.99
38,44,Gatorade (12),Seltzer (6),110,11.0,3.99
38,45,Gatorade (12),Bottled Water (24),95,9.5,4.99
38,46,Gatorade (12),Milk Gallon,70,7.0,3.79
38,47,Gatorade (12),Butter Sticks,100,10.0,2.99
38,48,Gatorade (12),Cookie Dough,105,10.5,3.99
38,49,Gatorade (12),Chobani (4),120,12.0,4.49
38,50,Gatorade (12),Eggs (12),110,11.0,3.99
38,51,Gatorade (12),Waffles,130,13.0,3.79
38,52,Gatorade (12),Taquitos,110,11.0,6.99
38,53,Gatorade (12),Breyer's Ice Cream,100,10.0,4.99
38,54,Gatorade (12),Lasagna,120,12.0,9.99
38,55,Gatorade (12),Bagel Bites,130,13.0,2.79
38,56,Gatorade (12),"Pizza (12"")",120,12.0,8.99
39,0,Redbull (4),Start Node,100,10.0,0
39,1,Redbull (4),Coffee Beans,115,11.5,6.99
39,2,Redbull (4),K-Cups,135,13.5,10.99
39,3,Redbull (4),Capt. Crunch,165,16.5,3.99
39,4,Redbull (4),Chewy Bars,170,17.0,3.69
39,5,Redbull (4),Granola,160,16.0,5.49
39,6,Redbull (4),Hershey's,165,16.5,2.69
39,7,Redbull (4),Flour,155,15.5,4.99
39,8,Redbull (4),Syrup,145,14.5,2.49
39,9,Redbull (4),Brownie Mix,115,11.5,2.29
39,10,Redbull (4),Seasoning,100,10.0,3.99
39,11,Redbull (4),Soup,105,10.5,1.99
39,12,Redbull (4),Mac & Cheese,125,12.5,2.69
39,13,Redbull (4),Ketchup,155,15.5,3.49
39,14,Redbull (4),Pickles,160,16.0,2.99
39,15,Redbull (4),Italian Dressing,155,15.5,3.99
39,16,Redbull (4),Soy Sauce,135,13.5,2.49
39,17,Redbull (4),Penne,140,14.0,3.49
39,18,Redbull (4),CapriSun,145,14.5,2.49
39,19,Redbull (4),Tortillas,115,11.5,1.99
39,20,Redbull (4),Tomato Sauce,85,8.5,2.99
39,21,Redbull (4),Ibuprofen,80,8.0,5.49
39,22,Redbull (4),Diapers,95,9.5,25.99
39,23,Redbull (4),Tootpaste,125,12.5,3.99
39,24,Redbull (4),Tampons,135,13.5,5.29
39,25,Redbull (4),Shampoo,120,12.0,8.99
39,26,Redbull (4),Toilet Paper,65,6.5,7.99
39,27,Redbull (4),Paper Towels,75,7.5,9.99
39,28,Redbull (4),Napkins,95,9.5,3.29
39,29,Redbull (4),Solo Cups,115,11.5,5.69
39,30,Redbull (4),Trash Bags,115,11.5,8.99
39,31,Redbull (4),Dish Soap,55,5.5,2.99
39,32,Redbull (4),Detergent,60,6.0,12.99
39,33,Redbull (4),Broom,75,7.5,13.99
39,34,Redbull (4),Dog Treats,105,10.5,3.99
39,35,Redbull (4),Air Freshner,115,11.5,6.99
39,36,Redbull (4),Oreos,55,5.5,3.99
39,37,Redbull (4),Popcorn,25,2.5,3.49
39,38,Redbull (4),Gatorade (12),5,0.5,6.99
39,39,Redbull (4),Redbull (4),0,0.0,7.99
39,40,Redbull (4),Ritz,15,1.5,3.99
39,41,Redbull (4),Coca Cola (12),55,5.5,5.99
39,42,Redbull (4),LaCroix (12),65,6.5,5.49
39,43,Redbull (4),Pepsi (12),60,6.0,5.99
39,44,Redbull (4),Seltzer (6),115,11.5,3.99
39,45,Redbull (4),Bottled Water (24),100,10.0,4.99
39,46,Redbull (4),Milk Gallon,65,6.5,3.79
39,47,Redbull (4),Butter Sticks,95,9.5,2.99
39,48,Redbull (4),Cookie Dough,100,10.0,3.99
39,49,Redbull (4),Chobani (4),115,11.5,4.49
39,50,Redbull (4),Eggs (12),115,11.5,3.99
39,51,Redbull (4),Waffles,135,13.5,3.79
39,52,Redbull (4),Taquitos,105,10.5,6.99
39,53,Redbull (4),Breyer's Ice Cream,95,9.5,4.99
39,54,Redbull (4),Lasagna,115,11.5,9.99
39,55,Redbull (4),Bagel Bites,125,12.5,2.79
39,56,Redbull (4),"Pizza (12"")",125,12.5,8.99
40,0,Ritz,Start Node,85,8.5,0
40,1,Ritz,Coffee Beans,100,10.0,6.99
40,2,Ritz,K-Cups,120,12.0,10.99
40,3,Ritz,Capt. Crunch,150,15.0,3.99
40,4,Ritz,Chewy Bars,175,17.5,3.69
40,5,Ritz,Granola,175,17.5,5.49
40,6,Ritz,Hershey's,160,16.0,2.69
40,7,Ritz,Flour,140,14.0,4.99
40,8,Ritz,Syrup,130,13.0,2.49
40,9,Ritz,Brownie Mix,100,10.0,2.29
40,10,Ritz,Seasoning,85,8.5,3.99
40,11,Ritz,Soup,90,9.0,1.99
40,12,Ritz,Mac & Cheese,110,11.0,2.69
40,13,Ritz,Ketchup,140,14.0,3.49
40,14,Ritz,Pickles,145,14.5,2.99
40,15,Ritz,Italian Dressing,150,15.0,3.99
40,16,Ritz,Soy Sauce,150,15.0,2.49
40,17,Ritz,Penne,145,14.5,3.49
40,18,Ritz,CapriSun,140,14.0,2.49
40,19,Ritz,Tortillas,100,10.0,1.99
40,20,Ritz,Tomato Sauce,70,7.0,2.99
40,21,Ritz,Ibuprofen,65,6.5,5.49
40,22,Ritz,Diapers,80,8.0,25.99
40,23,Ritz,Tootpaste,140,14.0,3.99
40,24,Ritz,Tampons,130,13.0,5.29
40,25,Ritz,Shampoo,135,13.5,8.99
40,26,Ritz,Toilet Paper,50,5.0,7.99
40,27,Ritz,Paper Towels,60,6.0,9.99
40,28,Ritz,Napkins,80,8.0,3.29
40,29,Ritz,Solo Cups,100,10.0,5.69
40,30,Ritz,Trash Bags,130,13.0,8.99
40,31,Ritz,Dish Soap,40,4.0,2.99
40,32,Ritz,Detergent,45,4.5,12.99
40,33,Ritz,Broom,60,6.0,13.99
40,34,Ritz,Dog Treats,90,9.0,3.99
40,35,Ritz,Air Freshner,100,10.0,6.99
40,36,Ritz,Oreos,70,7.0,3.99
40,37,Ritz,Popcorn,40,4.0,3.49
40,38,Ritz,Gatorade (12),20,2.0,6.99
40,39,Ritz,Redbull (4),15,1.5,7.99
40,40,Ritz,Ritz,0,0.0,3.99
40,41,Ritz,Coca Cola (12),40,4.0,5.99
40,42,Ritz,LaCroix (12),50,5.0,5.49
40,43,Ritz,Pepsi (12),45,4.5,5.99
40,44,Ritz,Seltzer (6),110,11.0,3.99
40,45,Ritz,Bottled Water (24),115,11.5,4.99
40,46,Ritz,Milk Gallon,50,5.0,3.79
40,47,Ritz,Butter Sticks,80,8.0,2.99
40,48,Ritz,Cookie Dough,85,8.5,3.99
40,49,Ritz,Chobani (4),100,10.0,4.49
40,50,Ritz,Eggs (12),130,13.0,3.99
40,51,Ritz,Waffles,130,13.0,3.79
40,52,Ritz,Taquitos,90,9.0,6.99
40,53,Ritz,Breyer's Ice Cream,80,8.0,4.99
40,54,Ritz,Lasagna,100,10.0,9.99
40,55,Ritz,Bagel Bites,110,11.0,2.79
40,56,Ritz,"Pizza (12"")",140,14.0,8.99
41,0,Coca Cola (12),Start Node,95,9.5,0
41,1,Coca Cola (12),Coffee Beans,110,11.0,6.99
41,2,Coca Cola (12),K-Cups,130,13.0,10.99
41,3,Coca Cola (12),Capt. Crunch,160,16.0,3.99
41,4,Coca Cola (12),Chewy Bars,185,18.5,3.69
41,5,Coca Cola (12),Granola,185,18.5,5.49
41,6,Coca Cola (12),Hershey's,170,17.0,2.69
41,7,Coca Cola (12),Flour,150,15.0,4.99
41,8,Coca Cola (12),Syrup,140,14.0,2.49
41,9,Coca Cola (12),Brownie Mix,110,11.0,2.29
41,10,Coca Cola (12),Seasoning,95,9.5,3.99
41,11,Coca Cola (12),Soup,100,10.0,1.99
41,12,Coca Cola (12),Mac & Cheese,120,12.0,2.69
41,13,Coca Cola (12),Ketchup,150,15.0,3.49
41,14,Coca Cola (12),Pickles,155,15.5,2.99
41,15,Coca Cola (12),Italian Dressing,160,16.0,3.99
41,16,Coca Cola (12),Soy Sauce,160,16.0,2.49
41,17,Coca Cola (12),Penne,155,15.5,3.49
41,18,Coca Cola (12),CapriSun,150,15.0,2.49
41,19,Coca Cola (12),Tortillas,110,11.0,1.99
41,20,Coca Cola (12),Tomato Sauce,80,8.0,2.99
41,21,Coca Cola (12),Ibuprofen,75,7.5,5.49
41,22,Coca Cola (12),Diapers,90,9.0,25.99
41,23,Coca Cola (12),Tootpaste,150,15.0,3.99
41,24,Coca Cola (12),Tampons,140,14.0,5.29
41,25,Coca Cola (12),Shampoo,145,14.5,8.99
41,26,Coca Cola (12),Toilet Paper,60,6.0,7.99
41,27,Coca Cola (12),Paper Towels,70,7.0,9.99
41,28,Coca Cola (12),Napkins,90,9.0,3.29
41,29,Coca Cola (12),Solo Cups,110,11.0,5.69
41,30,Coca Cola (12),Trash Bags,140,14.0,8.99
41,31,Coca Cola (12),Dish Soap,50,5.0,2.99
41,32,Coca Cola (12),Detergent,55,5.5,12.99
41,33,Coca Cola (12),Broom,70,7.0,13.99
41,34,Coca Cola (12),Dog Treats,100,10.0,3.99
41,35,Coca Cola (12),Air Freshner,110,11.0,6.99
41,36,Coca Cola (12),Oreos,110,11.0,3.99
41,37,Coca Cola (12),Popcorn,80,8.0,3.49
41,38,Coca Cola (12),Gatorade (12),60,6.0,6.99
41,39,Coca Cola (12),Redbull (4),55,5.5,7.99
41,40,Coca Cola (12),Ritz,40,4.0,3.99
41,41,Coca Cola (12),Coca Cola (12),0,0.0,5.99
41,42,Coca Cola (12),LaCroix (12),10,1.0,5.49
41,43,Coca Cola (12),Pepsi (12),5,0.5,5.99
41,44,Coca Cola (12),Seltzer (6),70,7.0,3.99
41,45,Coca Cola (12),Bottled Water (24),85,8.5,4.99
41,46,Coca Cola (12),Milk Gallon,40,4.0,3.79
41,47,Coca Cola (12),Butter Sticks,70,7.0,2.99
41,48,Coca Cola (12),Cookie Dough,75,7.5,3.99
41,49,Coca Cola (12),Chobani (4),90,9.0,4.49
41,50,Coca Cola (12),Eggs (12),120,12.0,3.99
41,51,Coca Cola (12),Waffles,120,12.0,3.79
41,52,Coca Cola (12),Taquitos,80,8.0,6.99
41,53,Coca Cola (12),Breyer's Ice Cream,70,7.0,4.99
41,54,Coca Cola (12),Lasagna,90,9.0,9.99
41,55,Coca Cola (12),Bagel Bites,100,10.0,2.79
41,56,Coca Cola (12),"Pizza (12"")",130,13.0,8.99
42,0,LaCroix (12),Start Node,105,10.5,0
42,1,LaCroix (12),Coffee Beans,120,12.0,6.99
42,2,LaCroix (12),K-Cups,140,14.0,10.99
42,3,LaCroix (12),Capt. Crunch,170,17.0,3.99
42,4,LaCroix (12),Chewy Bars,185,18.5,3.69
42,5,LaCroix (12),Granola,175,17.5,5.49
42,6,LaCroix (12),Hershey's,180,18.0,2.69
42,7,LaCroix (12),Flour,160,16.0,4.99
42,8,LaCroix (12),Syrup,150,15.0,2.49
42,9,LaCroix (12),Brownie Mix,120,12.0,2.29
42,10,LaCroix (12),Seasoning,105,10.5,3.99
42,11,LaCroix (12),Soup,110,11.0,1.99
42,12,LaCroix (12),Mac & Cheese,130,13.0,2.69
42,13,LaCroix (12),Ketchup,160,16.0,3.49
42,14,LaCroix (12),Pickles,165,16.5,2.99
42,15,LaCroix (12),Italian Dressing,170,17.0,3.99
42,16,LaCroix (12),Soy Sauce,150,15.0,2.49
42,17,LaCroix (12),Penne,155,15.5,3.49
42,18,LaCroix (12),CapriSun,160,16.0,2.49
42,19,LaCroix (12),Tortillas,120,12.0,1.99
42,20,LaCroix (12),Tomato Sauce,90,9.0,2.99
42,21,LaCroix (12),Ibuprofen,85,8.5,5.49
42,22,LaCroix (12),Diapers,100,10.0,25.99
42,23,LaCroix (12),Tootpaste,140,14.0,3.99
42,24,LaCroix (12),Tampons,150,15.0,5.29
42,25,LaCroix (12),Shampoo,135,13.5,8.99
42,26,LaCroix (12),Toilet Paper,70,7.0,7.99
42,27,LaCroix (12),Paper Towels,80,8.0,9.99
42,28,LaCroix (12),Napkins,100,10.0,3.29
42,29,LaCroix (12),Solo Cups,120,12.0,5.69
42,30,LaCroix (12),Trash Bags,130,13.0,8.99
42,31,LaCroix (12),Dish Soap,60,6.0,2.99
42,32,LaCroix (12),Detergent,65,6.5,12.99
42,33,LaCroix (12),Broom,80,8.0,13.99
42,34,LaCroix (12),Dog Treats,110,11.0,3.99
42,35,LaCroix (12),Air Freshner,120,12.0,6.99
42,36,LaCroix (12),Oreos,120,12.0,3.99
42,37,LaCroix (12),Popcorn,90,9.0,3.49
42,38,LaCroix (12),Gatorade (12),70,7.0,6.99
42,39,LaCroix (12),Redbull (4),65,6.5,7.99
42,40,LaCroix (12),Ritz,50,5.0,3.99
42,41,LaCroix (12),Coca Cola (12),10,1.0,5.99
42,42,LaCroix (12),LaCroix (12),0,0.0,5.49
42,43,LaCroix (12),Pepsi (12),5,0.5,5.99
42,44,LaCroix (12),Seltzer (6),60,6.0,3.99
42,45,LaCroix (12),Bottled Water (24),75,7.5,4.99
42,46,LaCroix (12),Milk Gallon,50,5.0,3.79
42,47,LaCroix (12),Butter Sticks,80,8.0,2.99
42,48,LaCroix (12),Cookie Dough,85,8.5,3.99
42,49,LaCroix (12),Chobani (4),100,10.0,4.49
42,50,LaCroix (12),Eggs (12),110,11.0,3.99
42,51,LaCroix (12),Waffles,130,13.0,3.79
42,52,LaCroix (12),Taquitos,90,9.0,6.99
42,53,LaCroix (12),Breyer's Ice Cream,80,8.0,4.99
42,54,LaCroix (12),Lasagna,100,10.0,9.99
42,55,LaCroix (12),Bagel Bites,110,11.0,2.79
42,56,LaCroix (12),"Pizza (12"")",120,12.0,8.99
43,0,Pepsi (12),Start Node,100,10.0,0
43,1,Pepsi (12),Coffee Beans,115,11.5,6.99
43,2,Pepsi (12),K-Cups,135,13.5,10.99
43,3,Pepsi (12),Capt. Crunch,165,16.5,3.99
43,4,Pepsi (12),Chewy Bars,190,19.0,3.69
43,5,Pepsi (12),Granola,180,18.0,5.49
43,6,Pepsi (12),Hershey's,175,17.5,2.69
43,7,Pepsi (12),Flour,155,15.5,4.99
43,8,Pepsi (12),Syrup,145,14.5,2.49
43,9,Pepsi (12),Brownie Mix,115,11.5,2.29
43,10,Pepsi (12),Seasoning,100,10.0,3.99
43,11,Pepsi (12),Soup,105,10.5,1.99
43,12,Pepsi (12),Mac & Cheese,125,12.5,2.69
43,13,Pepsi (12),Ketchup,155,15.5,3.49
43,14,Pepsi (12),Pickles,160,16.0,2.99
43,15,Pepsi (12),Italian Dressing,165,16.5,3.99
43,16,Pepsi (12),Soy Sauce,155,15.5,2.49
43,17,Pepsi (12),Penne,160,16.0,3.49
43,18,Pepsi (12),CapriSun,155,15.5,2.49
43,19,Pepsi (12),Tortillas,115,11.5,1.99
43,20,Pepsi (12),Tomato Sauce,85,8.5,2.99
43,21,Pepsi (12),Ibuprofen,80,8.0,5.49
43,22,Pepsi (12),Diapers,95,9.5,25.99
43,23,Pepsi (12),Tootpaste,145,14.5,3.99
43,24,Pepsi (12),Tampons,145,14.5,5.29
43,25,Pepsi (12),Shampoo,140,14.0,8.99
43,26,Pepsi (12),Toilet Paper,65,6.5,7.99
43,27,Pepsi (12),Paper Towels,75,7.5,9.99
43,28,Pepsi (12),Napkins,95,9.5,3.29
43,29,Pepsi (12),Solo Cups,115,11.5,5.69
43,30,Pepsi (12),Trash Bags,135,13.5,8.99
43,31,Pepsi (12),Dish Soap,55,5.5,2.99
43,32,Pepsi (12),Detergent,60,6.0,12.99
43,33,Pepsi (12),Broom,75,7.5,13.99
43,34,Pepsi (12),Dog Treats,105,10.5,3.99
43,35,Pepsi (12),Air Freshner,115,11.5,6.99
43,36,Pepsi (12),Oreos,115,11.5,3.99
43,37,Pepsi (12),Popcorn,85,8.5,3.49
43,38,Pepsi (12),Gatorade (12),65,6.5,6.99
43,39,Pepsi (12),Redbull (4),60,6.0,7.99
43,40,Pepsi (12),Ritz,45,4.5,3.99
43,41,Pepsi (12),Coca Cola (12),5,0.5,5.99
43,42,Pepsi (12),LaCroix (12),5,0.5,5.49
43,43,Pepsi (12),Pepsi (12),0,0.0,5.99
43,44,Pepsi (12),Seltzer (6),65,6.5,3.99
43,45,Pepsi (12),Bottled Water (24),80,8.0,4.99
43,46,Pepsi (12),Milk Gallon,45,4.5,3.79
43,47,Pepsi (12),Butter Sticks,75,7.5,2.99
43,48,Pepsi (12),Cookie Dough,80,8.0,3.99
43,49,Pepsi (12),Chobani (4),95,9.5,4.49
43,50,Pepsi (12),Eggs (12),115,11.5,3.99
43,51,Pepsi (12),Waffles,125,12.5,3.79
43,52,Pepsi (12),Taquitos,85,8.5,6.99
43,53,Pepsi (12),Breyer's Ice Cream,75,7.5,4.99
43,54,Pepsi (12),Lasagna,95,9.5,9.99
43,55,Pepsi (12),Bagel Bites,105,10.5,2.79
43,56,Pepsi (12),"Pizza (12"")",125,12.5,8.99
44,0,Seltzer (6),Start Node,165,16.5,0
44,1,Seltzer (6),Coffee Beans,180,18.0,6.99
44,2,Seltzer (6),K-Cups,180,18.0,10.99
44,3,Seltzer (6),Capt. Crunch,150,15.0,3.99
44,4,Seltzer (6),Chewy Bars,125,12.5,3.69
44,5,Seltzer (6),Granola,115,11.5,5.49
44,6,Seltzer (6),Hershey's,120,12.0,2.69
44,7,Seltzer (6),Flour,140,14.0,4.99
44,8,Seltzer (6),Syrup,150,15.0,2.49
44,9,Seltzer (6),Brownie Mix,180,18.0,2.29
44,10,Seltzer (6),Seasoning,165,16.5,3.99
44,11,Seltzer (6),Soup,170,17.0,1.99
44,12,Seltzer (6),Mac & Cheese,150,15.0,2.69
44,13,Seltzer (6),Ketchup,120,12.0,3.49
44,14,Seltzer (6),Pickles,115,11.5,2.99
44,15,Seltzer (6),Italian Dressing,110,11.0,3.99
44,16,Seltzer (6),Soy Sauce,90,9.0,2.49
44,17,Seltzer (6),Penne,95,9.5,3.49
44,18,Seltzer (6),CapriSun,100,10.0,2.49
44,19,Seltzer (6),Tortillas,140,14.0,1.99
44,20,Seltzer (6),Tomato Sauce,150,15.0,2.99
44,21,Seltzer (6),Ibuprofen,145,14.5,5.49
44,22,Seltzer (6),Diapers,140,14.0,25.99
44,23,Seltzer (6),Tootpaste,80,8.0,3.99
44,24,Seltzer (6),Tampons,90,9.0,5.29
44,25,Seltzer (6),Shampoo,75,7.5,8.99
44,26,Seltzer (6),Toilet Paper,130,13.0,7.99
44,27,Seltzer (6),Paper Towels,140,14.0,9.99
44,28,Seltzer (6),Napkins,120,12.0,3.29
44,29,Seltzer (6),Solo Cups,100,10.0,5.69
44,30,Seltzer (6),Trash Bags,70,7.0,8.99
44,31,Seltzer (6),Dish Soap,120,12.0,2.99
44,32,Seltzer (6),Detergent,125,12.5,12.99
44,33,Seltzer (6),Broom,120,12.0,13.99
44,34,Seltzer (6),Dog Treats,90,9.0,3.99
44,35,Seltzer (6),Air Freshner,80,8.0,6.99
44,36,Seltzer (6),Oreos,60,6.0,3.99
44,37,Seltzer (6),Popcorn,90,9.0,3.49
44,38,Seltzer (6),Gatorade (12),110,11.0,6.99
44,39,Seltzer (6),Redbull (4),115,11.5,7.99
44,40,Seltzer (6),Ritz,110,11.0,3.99
44,41,Seltzer (6),Coca Cola (12),70,7.0,5.99
44,42,Seltzer (6),LaCroix (12),60,6.0,5.49
44,43,Seltzer (6),Pepsi (12),65,6.5,5.99
44,44,Seltzer (6),Seltzer (6),0,0.0,3.99
44,45,Seltzer (6),Bottled Water (24),15,1.5,4.99
44,46,Seltzer (6),Milk Gallon,110,11.0,3.79
44,47,Seltzer (6),Butter Sticks,100,10.0,2.99
44,48,Seltzer (6),Cookie Dough,95,9.5,3.99
44,49,Seltzer (6),Chobani (4),80,8.0,4.49
44,50,Seltzer (6),Eggs (12),50,5.0,3.99
44,51,Seltzer (6),Waffles,70,7.0,3.79
